date,police_station,daily_violations,7day_avg
2023-12-14,Kengeri,2,2.6
2023-12-14,Kodigehalli,22,37.4
2023-12-14,Madiwala,2,5.3
2023-12-14,Magadi Road,20,40.6
2023-12-14,Mahadevapura,31,20.7
2023-12-14,Malleshwaram,111,129.6
2023-12-14,Mico Layout,43,31.3
2023-12-14,Peenya,16,12.6
2023-12-14,Pulikeshinagar(F.Town),32,33.3
2023-12-14,R.T. Nagar,80,59.1
2023-12-14,Rajajinagar,100,61.3
2023-12-14,Sadashivanagar,3,5.3
2023-12-14,Sheshadripuram,31,29.1
2023-12-14,Shivajinagar,144,176.3
2023-12-14,Thalagattapura,4,5.0
2023-12-14,Upparpet,245,237.1
2023-12-14,V.V.Puram (C.Pet),3,6.1
2023-12-14,Vijayanagara,157,99.3
2023-12-14,Whitefield,2,7.4
2023-12-14,Wilson Garden,32,19.0
2023-12-14,Yelahanka,4,21.9
2023-12-14,Yeshwanthpura,27,15.6
2023-12-15,Adugodi,6,20.9
2023-12-15,Ashok Nagar,18,24.4
2023-12-15,Banashankari,7,13.4
2023-12-15,Banaswadi,12,10.6
2023-12-15,Basavanagudi,14,12.9
2023-12-15,Bellandur,34,30.6
2023-12-15,Byatarayanapura,29,20.6
2023-12-15,Chamarajpet,19,41.9
2023-12-15,Chikkabanavara,3,5.3
2023-12-15,Chikkajala,56,53.1
2023-12-15,City Market,94,138.7
2023-12-15,Cubbon Park,10,19.0
2023-12-15,Devanahalli Airport,12,4.7
2023-12-15,Electronic City,12,12.7
2023-12-15,HAL Old Airport,90,219.3
2023-12-15,HSR Layout,29,31.7
2023-12-15,Halasur,23,35.9
2023-12-15,Halasuru Gate,57,41.3
2023-12-15,Hebbala,45,34.1
2023-12-15,Hennuru,5,14.7
2023-12-15,High ground,76,46.3
2023-12-15,Hulimavu,24,13.3
2023-12-15,J.P. Nagar,46,33.3
2023-12-15,Jalahalli,8,4.7
2023-12-15,Jayanagara,14,33.3
2023-12-15,Jeevanbheemanagar,68,82.1
2023-12-15,Jnanabharathi,9,8.4
2023-12-15,K.G. Halli,10,10.1
2023-12-15,K.R. Pura,42,41.9
2023-12-15,K.S. Layout,7,7.6
2023-12-15,Kamakshipalya,22,11.0
2023-12-15,Kengeri,4,3.0
2023-12-15,Kodigehalli,30,34.0
2023-12-15,Madiwala,6,5.9
2023-12-15,Magadi Road,33,41.7
2023-12-15,Mahadevapura,21,22.3
2023-12-15,Malleshwaram,78,123.6
2023-12-15,Mico Layout,29,29.4
2023-12-15,Peenya,8,12.4
2023-12-15,Pulikeshinagar(F.Town),16,29.9
2023-12-15,R.T. Nagar,19,60.1
2023-12-15,Rajajinagar,50,59.7
2023-12-15,Sadashivanagar,22,7.0
2023-12-15,Sheshadripuram,6,26.0
2023-12-15,Shivajinagar,78,175.6
2023-12-15,Thalagattapura,8,5.6
2023-12-15,Upparpet,188,235.9
2023-12-15,V.V.Puram (C.Pet),7,5.7
2023-12-15,Vijayanagara,103,109.6
2023-12-15,Whitefield,9,7.9
2023-12-15,Wilson Garden,8,17.9
2023-12-15,Yelahanka,9,18.6
2023-12-15,Yeshwanthpura,28,14.1
2023-12-16,Adugodi,14,20.0
2023-12-16,Ashok Nagar,32,23.0
2023-12-16,Banashankari,8,12.4
2023-12-16,Banaswadi,25,12.1
2023-12-16,Basavanagudi,9,12.9
2023-12-16,Bellandur,11,27.6
2023-12-16,Byatarayanapura,84,31.0
2023-12-16,Chamarajpet,8,39.3
2023-12-16,Chikkabanavara,3,5.6
2023-12-16,Chikkajala,27,49.9
2023-12-16,City Market,101,133.7
2023-12-16,Cubbon Park,15,16.3
2023-12-16,Electronic City,20,13.3
2023-12-16,HAL Old Airport,81,155.9
2023-12-16,HSR Layout,66,37.7
2023-12-16,Halasur,10,33.0
2023-12-16,Halasuru Gate,30,37.1
2023-12-16,Hebbala,52,39.6
2023-12-16,Hennuru,15,14.1
2023-12-16,High ground,57,51.3
2023-12-16,Hulimavu,37,15.0
2023-12-16,J.P. Nagar,12,15.9
2023-12-16,Jalahalli,17,6.9
2023-12-16,Jayanagara,12,25.0
2023-12-16,Jeevanbheemanagar,37,77.6
2023-12-16,Jnanabharathi,15,9.3
2023-12-16,K.G. Halli,1,6.1
2023-12-16,K.R. Pura,22,42.4
2023-12-16,K.S. Layout,7,7.4
2023-12-16,Kamakshipalya,4,10.4
2023-12-16,Kodigehalli,104,44.7
2023-12-16,Madiwala,2,4.7
2023-12-16,Magadi Road,27,42.0
2023-12-16,Mahadevapura,33,22.1
2023-12-16,Malleshwaram,162,123.4
2023-12-16,Mico Layout,16,29.0
2023-12-16,No Police Station,11,3.1
2023-12-16,Peenya,1,12.4
2023-12-16,Pulikeshinagar(F.Town),10,29.6
2023-12-16,R.T. Nagar,32,63.6
2023-12-16,Rajajinagar,84,60.7
2023-12-16,Sadashivanagar,1,6.7
2023-12-16,Sheshadripuram,10,22.1
2023-12-16,Shivajinagar,34,163.6
2023-12-16,Thalagattapura,1,5.6
2023-12-16,Upparpet,239,225.1
2023-12-16,V.V.Puram (C.Pet),4,4.1
2023-12-16,Vijayanagara,104,112.9
2023-12-16,Whitefield,6,7.9
2023-12-16,Wilson Garden,22,18.4
2023-12-16,Yelahanka,20,17.3
2023-12-16,Yeshwanthpura,32,16.4
2023-12-17,Adugodi,6,17.6
2023-12-17,Ashok Nagar,12,20.1
2023-12-17,Banashankari,2,11.0
2023-12-17,Banaswadi,12,12.3
2023-12-17,Basavanagudi,4,10.6
2023-12-17,Bellandur,50,29.0
2023-12-17,Byatarayanapura,27,29.7
2023-12-17,Chamarajpet,5,33.6
2023-12-17,Chikkabanavara,6,5.9
2023-12-17,Chikkajala,49,40.9
2023-12-17,City Market,210,137.6
2023-12-17,Cubbon Park,3,14.9
2023-12-17,Electronic City,36,15.0
2023-12-17,HAL Old Airport,25,149.7
2023-12-17,HSR Layout,60,40.7
2023-12-17,Halasur,20,25.7
2023-12-17,Halasuru Gate,5,30.0
2023-12-17,Hebbala,19,42.0
2023-12-17,Hennuru,2,12.7
2023-12-17,High ground,10,49.3
2023-12-17,Hulimavu,11,15.7
2023-12-17,J.P. Nagar,6,15.3
2023-12-17,Jalahalli,8,7.7
2023-12-17,Jayanagara,45,26.3
2023-12-17,Jeevanbheemanagar,37,66.6
2023-12-17,Jnanabharathi,11,9.4
2023-12-17,K.G. Halli,1,5.4
2023-12-17,K.R. Pura,36,40.0
2023-12-17,K.S. Layout,9,8.4
2023-12-17,Kamakshipalya,2,10.0
2023-12-17,Kodigehalli,39,48.7
2023-12-17,Madiwala,9,5.9
2023-12-17,Magadi Road,39,43.0
2023-12-17,Mahadevapura,67,29.1
2023-12-17,Malleshwaram,219,130.0
2023-12-17,Mico Layout,4,24.6
2023-12-17,No Police Station,2,3.3
2023-12-17,Peenya,8,7.1
2023-12-17,Pulikeshinagar(F.Town),16,28.0
2023-12-17,R.T. Nagar,12,64.6
2023-12-17,Rajajinagar,91,64.3
2023-12-17,Sadashivanagar,1,6.3
2023-12-17,Sheshadripuram,14,18.9
2023-12-17,Shivajinagar,312,178.6
2023-12-17,Thalagattapura,13,7.3
2023-12-17,Upparpet,285,250.9
2023-12-17,V.V.Puram (C.Pet),24,7.1
2023-12-17,Vijayanagara,42,106.6
2023-12-17,Whitefield,3,6.3
2023-12-17,Wilson Garden,3,17.3
2023-12-17,Yelahanka,12,18.9
2023-12-17,Yeshwanthpura,5,15.7
2023-12-18,Adugodi,33,14.1
2023-12-18,Ashok Nagar,20,19.1
2023-12-18,Banashankari,60,17.4
2023-12-18,Banaswadi,22,14.3
2023-12-18,Basavanagudi,9,11.0
2023-12-18,Bellandur,16,29.3
2023-12-18,Byatarayanapura,43,30.4
2023-12-18,Chamarajpet,2,24.6
2023-12-18,Chikkabanavara,10,6.1
2023-12-18,Chikkajala,52,42.0
2023-12-18,City Market,65,134.0
2023-12-18,Cubbon Park,28,15.9
2023-12-18,Electronic City,14,16.1
2023-12-18,HAL Old Airport,174,168.6
2023-12-18,HSR Layout,48,45.9
2023-12-18,Halasur,9,17.9
2023-12-18,Halasuru Gate,26,33.6
2023-12-18,Hebbala,10,40.9
2023-12-18,Hennuru,3,12.4
2023-12-18,High ground,12,47.9
2023-12-18,Hulimavu,1,14.3
2023-12-18,J.P. Nagar,6,14.3
2023-12-18,Jalahalli,16,9.1
2023-12-18,Jayanagara,16,26.3
2023-12-18,Jeevanbheemanagar,15,48.0
2023-12-18,Jnanabharathi,10,10.1
2023-12-18,K.G. Halli,1,5.0
2023-12-18,K.R. Pura,63,47.1
2023-12-18,K.S. Layout,14,10.3
2023-12-18,Kamakshipalya,9,10.7
2023-12-18,Kengeri,1,3.0
2023-12-18,Kodigehalli,80,55.0
2023-12-18,Madiwala,2,5.0
2023-12-18,Magadi Road,55,32.6
2023-12-18,Mahadevapura,44,32.3
2023-12-18,Malleshwaram,146,134.3
2023-12-18,Mico Layout,10,24.4
2023-12-18,No Police Station,3,2.9
2023-12-18,Peenya,8,7.7
2023-12-18,Pulikeshinagar(F.Town),18,23.1
2023-12-18,R.T. Nagar,3,60.6
2023-12-18,Rajajinagar,64,70.1
2023-12-18,Sheshadripuram,17,17.3
2023-12-18,Shivajinagar,178,151.0
2023-12-18,Thalagattapura,21,9.6
2023-12-18,Upparpet,116,233.1
2023-12-18,V.V.Puram (C.Pet),1,6.9
2023-12-18,Vijayanagara,150,110.9
2023-12-18,Whitefield,1,5.3
2023-12-18,Wilson Garden,7,16.4
2023-12-18,Yelahanka,6,18.4
2023-12-18,Yeshwanthpura,23,17.6
2023-12-19,Adugodi,14,13.0
2023-12-19,Ashok Nagar,5,19.4
2023-12-19,Banashankari,22,19.3
2023-12-19,Banaswadi,21,15.9
2023-12-19,Basavanagudi,7,11.3
2023-12-19,Bellandur,39,30.4
2023-12-19,Byatarayanapura,16,31.6
2023-12-19,Chamarajpet,57,25.3
2023-12-19,Chikkabanavara,1,5.3
2023-12-19,Chikkajala,23,34.1
2023-12-19,City Market,155,138.1
2023-12-19,Cubbon Park,15,16.9
2023-12-19,Devanahalli Airport,2,4.1
2023-12-19,Electronic City,49,22.0
2023-12-19,HAL Old Airport,136,150.0
2023-12-19,HSR Layout,20,41.9
2023-12-19,Halasur,35,19.0
2023-12-19,Halasuru Gate,35,30.1
2023-12-19,Hebbala,67,40.1
2023-12-19,Hennuru,10,10.7
2023-12-19,High ground,137,56.6
2023-12-19,Hulimavu,5,13.3
2023-12-19,J.P. Nagar,21,17.1
2023-12-19,Jalahalli,25,12.3
2023-12-19,Jayanagara,20,24.1
2023-12-19,Jeevanbheemanagar,96,56.0
2023-12-19,Jnanabharathi,16,11.3
2023-12-19,K.G. Halli,4,3.1
2023-12-19,K.R. Pura,69,54.6
2023-12-19,K.S. Layout,1,9.3
2023-12-19,Kamakshipalya,3,9.9
2023-12-19,Kengeri,3,2.3
2023-12-19,Kodigehalli,62,60.4
2023-12-19,Madiwala,1,3.4
2023-12-19,Magadi Road,56,34.9
2023-12-19,Mahadevapura,100,43.6
2023-12-19,Malleshwaram,55,125.7
2023-12-19,Mico Layout,16,23.4
2023-12-19,No Police Station,2,3.0
2023-12-19,Peenya,5,8.1
2023-12-19,Pulikeshinagar(F.Town),38,26.6
2023-12-19,R.T. Nagar,84,58.4
2023-12-19,Rajajinagar,164,87.9
2023-12-19,Sadashivanagar,23,8.9
2023-12-19,Sheshadripuram,7,13.7
2023-12-19,Shivajinagar,88,141.6
2023-12-19,Thalagattapura,10,10.7
2023-12-19,Upparpet,347,242.3
2023-12-19,V.V.Puram (C.Pet),24,9.9
2023-12-19,Vijayanagara,229,127.6
2023-12-19,Whitefield,20,7.7
2023-12-19,Wilson Garden,22,17.6
2023-12-19,Yelahanka,66,25.1
2023-12-19,Yeshwanthpura,44,23.3
2023-12-20,Adugodi,31,15.3
2023-12-20,Ashok Nagar,26,22.7
2023-12-20,Banashankari,14,19.0
2023-12-20,Banaswadi,21,18.7
2023-12-20,Basavanagudi,27,10.7
2023-12-20,Bellandur,36,31.0
2023-12-20,Byatarayanapura,20,32.4
2023-12-20,Chamarajpet,20,18.0
2023-12-20,Chikkabanavara,8,6.1
2023-12-20,Chikkajala,79,44.4
2023-12-20,City Market,113,131.3
2023-12-20,Cubbon Park,12,15.1
2023-12-20,Devanahalli Airport,27,7.6
2023-12-20,Electronic City,65,28.6
2023-12-20,HAL Old Airport,62,103.1
2023-12-20,HSR Layout,15,39.7
2023-12-20,Halasur,30,20.1
2023-12-20,Halasuru Gate,32,32.1
2023-12-20,Hebbala,42,36.3
2023-12-20,Hennuru,6,10.4
2023-12-20,High ground,171,72.3
2023-12-20,Hulimavu,41,17.6
2023-12-20,J.P. Nagar,10,18.4
2023-12-20,Jalahalli,11,13.0
2023-12-20,Jayanagara,13,20.7
2023-12-20,Jeevanbheemanagar,49,56.3
2023-12-20,Jnanabharathi,6,11.9
2023-12-20,K.G. Halli,30,7.1
2023-12-20,K.R. Pura,19,42.3
2023-12-20,K.S. Layout,11,9.6
2023-12-20,Kamakshipalya,2,6.3
2023-12-20,Kengeri,1,2.3
2023-12-20,Kodigehalli,48,55.0
2023-12-20,Madiwala,2,3.4
2023-12-20,Magadi Road,12,34.6
2023-12-20,Mahadevapura,92,55.4
2023-12-20,Malleshwaram,73,120.6
2023-12-20,Mico Layout,6,17.7
2023-12-20,No Police Station,1,3.0
2023-12-20,Peenya,5,7.3
2023-12-20,Pulikeshinagar(F.Town),16,20.9
2023-12-20,R.T. Nagar,66,42.3
2023-12-20,Rajajinagar,103,93.7
2023-12-20,Sadashivanagar,21,10.9
2023-12-20,Sheshadripuram,11,13.7
2023-12-20,Shivajinagar,27,123.0
2023-12-20,Thalagattapura,4,8.7
2023-12-20,Upparpet,198,231.1
2023-12-20,V.V.Puram (C.Pet),1,9.1
2023-12-20,Vijayanagara,238,146.1
2023-12-20,Whitefield,18,8.4
2023-12-20,Wilson Garden,21,16.4
2023-12-20,Yelahanka,1,16.9
2023-12-20,Yeshwanthpura,17,25.1
2023-12-21,Adugodi,16,17.1
2023-12-21,Ashok Nagar,67,25.7
2023-12-21,Banashankari,15,18.3
2023-12-21,Banaswadi,31,20.6
2023-12-21,Basavanagudi,12,11.7
2023-12-21,Bellandur,23,29.9
2023-12-21,Byatarayanapura,13,33.1
2023-12-21,Chamarajpet,30,20.1
2023-12-21,Chikkabanavara,1,4.6
2023-12-21,Chikkajala,56,48.9
2023-12-21,City Market,90,118.3
2023-12-21,Cubbon Park,27,15.7
2023-12-21,Devanahalli Airport,5,7.3
2023-12-21,Electronic City,34,32.9
2023-12-21,HAL Old Airport,186,107.7
2023-12-21,HSR Layout,31,38.4
2023-12-21,Halasur,15,20.3
2023-12-21,Halasuru Gate,32,31.0
2023-12-21,Hebbala,18,36.1
2023-12-21,Hennuru,14,7.9
2023-12-21,High ground,81,77.7
2023-12-21,Hulimavu,16,19.3
2023-12-21,J.P. Nagar,3,14.9
2023-12-21,Jalahalli,7,13.1
2023-12-21,Jayanagara,13,19.0
2023-12-21,Jeevanbheemanagar,39,48.7
2023-12-21,Jnanabharathi,11,11.1
2023-12-21,K.G. Halli,5,7.4
2023-12-21,K.R. Pura,16,38.1
2023-12-21,K.S. Layout,4,7.6
2023-12-21,Kamakshipalya,14,8.0
2023-12-21,Kengeri,3,2.6
2023-12-21,Kodigehalli,43,58.0
2023-12-21,Madiwala,7,4.1
2023-12-21,Magadi Road,52,39.1
2023-12-21,Mahadevapura,34,55.9
2023-12-21,Malleshwaram,121,122.0
2023-12-21,Mico Layout,56,19.6
2023-12-21,No Police Station,17,5.3
2023-12-21,Peenya,2,5.3
2023-12-21,Pulikeshinagar(F.Town),24,19.7
2023-12-21,R.T. Nagar,76,41.7
2023-12-21,Rajajinagar,55,87.3
2023-12-21,Sadashivanagar,11,11.7
2023-12-21,Sheshadripuram,7,10.3
2023-12-21,Shivajinagar,131,121.1
2023-12-21,Thalagattapura,1,8.3
2023-12-21,Upparpet,213,226.6
2023-12-21,V.V.Puram (C.Pet),3,9.1
2023-12-21,Vijayanagara,200,152.3
2023-12-21,Whitefield,1,8.3
2023-12-21,Wilson Garden,19,14.6
2023-12-21,Yelahanka,23,19.6
2023-12-21,Yeshwanthpura,36,26.4
2023-12-22,Adugodi,111,32.1
2023-12-22,Ashok Nagar,34,28.0
2023-12-22,Banashankari,5,18.0
2023-12-22,Banaswadi,30,23.1
2023-12-22,Basavanagudi,5,10.4
2023-12-22,Bellandur,32,29.6
2023-12-22,Byatarayanapura,13,30.9
2023-12-22,Chamarajpet,15,19.6
2023-12-22,Chikkabanavara,2,4.4
2023-12-22,Chikkajala,52,48.3
2023-12-22,City Market,94,118.3
2023-12-22,Cubbon Park,15,16.4
2023-12-22,Devanahalli Airport,7,8.0
2023-12-22,Electronic City,48,38.0
2023-12-22,HAL Old Airport,154,116.9
2023-12-22,HSR Layout,27,38.1
2023-12-22,Halasur,16,19.3
2023-12-22,Halasuru Gate,23,26.1
2023-12-22,Hebbala,24,33.1
2023-12-22,Hennuru,10,8.6
2023-12-22,High ground,42,72.9
2023-12-22,Hulimavu,3,16.3
2023-12-22,J.P. Nagar,13,10.1
2023-12-22,Jalahalli,8,13.1
2023-12-22,Jayanagara,20,19.9
2023-12-22,Jeevanbheemanagar,52,46.4
2023-12-22,Jnanabharathi,3,10.3
2023-12-22,K.G. Halli,6,6.9
2023-12-22,K.R. Pura,36,37.3
2023-12-22,K.S. Layout,4,7.1
2023-12-22,Kamakshipalya,9,6.1
2023-12-22,Kodigehalli,102,68.3
2023-12-22,Madiwala,49,10.3
2023-12-22,Magadi Road,35,39.4
2023-12-22,Mahadevapura,29,57.0
2023-12-22,Malleshwaram,107,126.1
2023-12-22,Mico Layout,22,18.6
2023-12-22,No Police Station,1,5.3
2023-12-22,Pulikeshinagar(F.Town),52,24.9
2023-12-22,R.T. Nagar,40,44.7
2023-12-22,Rajajinagar,122,97.6
2023-12-22,Sadashivanagar,14,13.3
2023-12-22,Sheshadripuram,51,16.7
2023-12-22,Shivajinagar,52,117.4
2023-12-22,Thalagattapura,9,8.4
2023-12-22,Upparpet,377,253.6
2023-12-22,V.V.Puram (C.Pet),11,9.7
2023-12-22,Vijayanagara,98,151.6
2023-12-22,Whitefield,6,7.9
2023-12-22,Wilson Garden,17,15.9
2023-12-22,Yelahanka,25,21.9
2023-12-22,Yeshwanthpura,11,24.0
2023-12-23,Adugodi,22,33.3
2023-12-23,Ashok Nagar,14,25.4
2023-12-23,Banashankari,7,17.9
2023-12-23,Banaswadi,33,24.3
2023-12-23,Basavanagudi,19,11.9
2023-12-23,Bellandur,22,31.1
2023-12-23,Byatarayanapura,47,25.6
2023-12-23,Chamarajpet,36,23.6
2023-12-23,Chikkabanavara,2,4.3
2023-12-23,Chikkajala,38,49.9
2023-12-23,City Market,86,116.1
2023-12-23,Cubbon Park,32,18.9
2023-12-23,Electronic City,27,39.0
2023-12-23,HAL Old Airport,21,108.3
2023-12-23,HSR Layout,47,35.4
2023-12-23,Halasur,43,24.0
2023-12-23,Halasuru Gate,30,26.1
2023-12-23,Hebbala,31,30.1
2023-12-23,Hennuru,6,7.3
2023-12-23,High ground,45,71.1
2023-12-23,Hulimavu,4,11.6
2023-12-23,J.P. Nagar,8,9.6
2023-12-23,Jalahalli,5,11.4
2023-12-23,Jayanagara,23,21.4
2023-12-23,Jeevanbheemanagar,116,57.7
2023-12-23,Jnanabharathi,4,8.7
2023-12-23,K.G. Halli,30,11.0
2023-12-23,K.R. Pura,75,44.9
2023-12-23,K.S. Layout,10,7.6
2023-12-23,Kamakshipalya,3,6.0
2023-12-23,Kengeri,1,2.1
2023-12-23,Kodigehalli,55,61.3
2023-12-23,Madiwala,30,14.3
2023-12-23,Magadi Road,75,46.3
2023-12-23,Mahadevapura,63,61.3
2023-12-23,Malleshwaram,122,120.4
2023-12-23,Mico Layout,1,16.4
2023-12-23,Peenya,2,4.4
2023-12-23,Pulikeshinagar(F.Town),20,26.3
2023-12-23,R.T. Nagar,30,44.4
2023-12-23,Rajajinagar,71,95.7
2023-12-23,Sadashivanagar,11,11.7
2023-12-23,Sheshadripuram,16,17.6
2023-12-23,Shivajinagar,88,125.1
2023-12-23,Thalagattapura,3,8.7
2023-12-23,Upparpet,406,277.4
2023-12-23,V.V.Puram (C.Pet),5,9.9
2023-12-23,Vijayanagara,208,166.4
2023-12-23,Whitefield,18,9.6
2023-12-23,Wilson Garden,22,15.9
2023-12-23,Yelahanka,68,28.7
2023-12-23,Yeshwanthpura,25,23.0
2023-12-24,Adugodi,13,34.3
2023-12-24,Ashok Nagar,38,29.1
2023-12-24,Banashankari,1,17.7
2023-12-24,Banaswadi,52,30.0
2023-12-24,Basavanagudi,65,20.6
2023-12-24,Bellandur,32,28.6
2023-12-24,Byatarayanapura,74,32.3
2023-12-24,Chamarajpet,26,26.6
2023-12-24,Chikkabanavara,2,3.7
2023-12-24,Chikkajala,17,45.3
2023-12-24,City Market,121,103.4
2023-12-24,Cubbon Park,10,19.9
2023-12-24,Devanahalli Airport,1,8.0
2023-12-24,Electronic City,33,38.6
2023-12-24,HAL Old Airport,41,110.6
2023-12-24,HSR Layout,76,37.7
2023-12-24,Halasur,16,23.4
2023-12-24,Halasuru Gate,98,39.4
2023-12-24,Hebbala,18,30.0
2023-12-24,Hennuru,9,8.3
2023-12-24,High ground,24,73.1
2023-12-24,Hulimavu,14,12.0
2023-12-24,J.P. Nagar,4,9.3
2023-12-24,Jalahalli,4,10.9
2023-12-24,Jayanagara,32,19.6
2023-12-24,Jeevanbheemanagar,109,68.0
2023-12-24,Jnanabharathi,19,9.9
2023-12-24,K.G. Halli,1,11.0
2023-12-24,K.R. Pura,73,50.1
2023-12-24,K.S. Layout,2,6.6
2023-12-24,Kamakshipalya,1,5.9
2023-12-24,Kodigehalli,54,63.4
2023-12-24,Magadi Road,50,47.9
2023-12-24,Mahadevapura,267,89.9
2023-12-24,Malleshwaram,223,121.0
2023-12-24,Mico Layout,7,16.9
2023-12-24,Peenya,18,6.9
2023-12-24,Pulikeshinagar(F.Town),38,29.4
2023-12-24,R.T. Nagar,8,43.9
2023-12-24,Rajajinagar,60,91.3
2023-12-24,Sheshadripuram,5,16.3
2023-12-24,Shivajinagar,166,104.3
2023-12-24,Thalagattapura,16,9.1
2023-12-24,Upparpet,278,276.4
2023-12-24,V.V.Puram (C.Pet),6,7.3
2023-12-24,Vijayanagara,67,170.0
2023-12-24,Whitefield,2,9.4
2023-12-24,Wilson Garden,10,16.9
2023-12-24,Yelahanka,26,30.7
2023-12-24,Yeshwanthpura,11,23.9
2023-12-25,Adugodi,39,35.1
2023-12-25,Ashok Nagar,72,36.6
2023-12-25,Banashankari,4,9.7
2023-12-25,Banaswadi,5,27.6
2023-12-25,Basavanagudi,2,19.6
2023-12-25,Bellandur,27,30.1
2023-12-25,Byatarayanapura,2,26.4
2023-12-25,Chamarajpet,12,28.0
2023-12-25,Chikkabanavara,1,2.4
2023-12-25,Chikkajala,82,49.6
2023-12-25,City Market,58,102.4
2023-12-25,Cubbon Park,21,18.9
2023-12-25,Devanahalli Airport,10,9.1
2023-12-25,Electronic City,7,37.6
2023-12-25,HAL Old Airport,49,92.7
2023-12-25,HSR Layout,74,41.4
2023-12-25,Halasur,11,23.7
2023-12-25,Halasuru Gate,35,40.7
2023-12-25,Hebbala,2,28.9
2023-12-25,Hennuru,11,9.4
2023-12-25,High ground,5,72.1
2023-12-25,Hulimavu,23,15.1
2023-12-25,J.P. Nagar,1,8.6
2023-12-25,Jalahalli,17,11.0
2023-12-25,Jayanagara,36,22.4
2023-12-25,Jeevanbheemanagar,52,73.3
2023-12-25,Jnanabharathi,11,10.0
2023-12-25,K.G. Halli,1,11.0
2023-12-25,K.R. Pura,6,42.0
2023-12-25,K.S. Layout,1,4.7
2023-12-25,Kamakshipalya,3,5.0
2023-12-25,Kengeri,2,2.1
2023-12-25,Kodigehalli,132,70.9
2023-12-25,Madiwala,20,15.9
2023-12-25,Magadi Road,91,53.0
2023-12-25,Mahadevapura,23,86.9
2023-12-25,Malleshwaram,139,120.0
2023-12-25,Mico Layout,18,18.0
2023-12-25,Pulikeshinagar(F.Town),10,28.3
2023-12-25,R.T. Nagar,7,44.4
2023-12-25,Rajajinagar,76,93.0
2023-12-25,Sheshadripuram,13,15.7
2023-12-25,Shivajinagar,181,104.7
2023-12-25,Upparpet,233,293.1
2023-12-25,V.V.Puram (C.Pet),8,8.3
2023-12-25,Vijayanagara,19,151.3
2023-12-25,Whitefield,1,9.4
2023-12-25,Wilson Garden,20,18.7
2023-12-25,Yelahanka,37,35.1
2023-12-25,Yeshwanthpura,5,21.3
2023-12-26,Adugodi,16,35.4
2023-12-26,Ashok Nagar,4,36.4
2023-12-26,Banashankari,9,7.9
2023-12-26,Banaswadi,38,30.0
2023-12-26,Basavanagudi,1,18.7
2023-12-26,Bellandur,14,26.6
2023-12-26,Byatarayanapura,35,29.1
2023-12-26,Chamarajpet,12,21.6
2023-12-26,Chikkabanavara,2,2.6
2023-12-26,Chikkajala,58,54.6
2023-12-26,City Market,64,89.4
2023-12-26,Cubbon Park,4,17.3
2023-12-26,Electronic City,16,32.9
2023-12-26,HAL Old Airport,147,94.3
2023-12-26,HSR Layout,15,40.7
2023-12-26,Halasur,14,20.7
2023-12-26,Halasuru Gate,106,50.9
2023-12-26,Hebbala,16,21.6
2023-12-26,Hennuru,16,10.3
2023-12-26,High ground,180,78.3
2023-12-26,Hulimavu,11,16.0
2023-12-26,J.P. Nagar,9,6.9
2023-12-26,Jalahalli,9,8.7
2023-12-26,Jayanagara,22,22.7
2023-12-26,Jeevanbheemanagar,59,68.0
2023-12-26,Jnanabharathi,2,8.0
2023-12-26,K.G. Halli,1,10.6
2023-12-26,K.R. Pura,61,40.9
2023-12-26,K.S. Layout,4,5.1
2023-12-26,Kamakshipalya,1,4.7
2023-12-26,Kengeri,1,1.7
2023-12-26,Kodigehalli,58,70.3
2023-12-26,Madiwala,2,15.9
2023-12-26,Magadi Road,65,54.3
2023-12-26,Mahadevapura,94,86.0
2023-12-26,Malleshwaram,206,141.6
2023-12-26,Mico Layout,9,17.0
2023-12-26,No Police Station,8,4.9
2023-12-26,Peenya,2,6.0
2023-12-26,Pulikeshinagar(F.Town),11,24.4
2023-12-26,R.T. Nagar,32,37.0
2023-12-26,Rajajinagar,53,77.1
2023-12-26,Sadashivanagar,4,12.1
2023-12-26,Sheshadripuram,30,19.0
2023-12-26,Shivajinagar,57,100.3
2023-12-26,Thalagattapura,3,6.6
2023-12-26,Upparpet,216,274.4
2023-12-26,Vijayanagara,172,143.1
2023-12-26,Whitefield,7,7.6
2023-12-26,Wilson Garden,31,20.0
2023-12-26,Yelahanka,15,27.9
2023-12-26,Yeshwanthpura,4,15.6
2023-12-27,Adugodi,23,34.3
2023-12-27,Ashok Nagar,36,37.9
2023-12-27,Banashankari,12,7.6
2023-12-27,Banaswadi,16,29.3
2023-12-27,Basavanagudi,6,15.7
2023-12-27,Bellandur,56,29.4
2023-12-27,Byatarayanapura,37,31.6
2023-12-27,Chamarajpet,7,19.7
2023-12-27,Chikkabanavara,4,2.0
2023-12-27,Chikkajala,74,53.9
2023-12-27,City Market,78,84.4
2023-12-27,Cubbon Park,17,18.0
2023-12-27,Devanahalli Airport,7,8.4
2023-12-27,Electronic City,42,29.6
2023-12-27,HAL Old Airport,241,119.9
2023-12-27,HSR Layout,29,42.7
2023-12-27,Halasur,15,18.6
2023-12-27,Halasuru Gate,33,51.0
2023-12-27,Hebbala,42,21.6
2023-12-27,Hennuru,3,9.9
2023-12-27,High ground,44,60.1
2023-12-27,Hulimavu,10,11.6
2023-12-27,J.P. Nagar,28,9.4
2023-12-27,Jalahalli,14,9.1
